"","gene","cluster4"
"Napa","Napa",4
"Zfp235_1","Zfp235_1",4
"Krtdap_1","Krtdap_1",4
"Mybpc2","Mybpc2",4
"ENSMUSG00000084519","ENSMUSG00000084519",4
"Gm15880_2","Gm15880_2",4
"Iqgap1","Iqgap1",4
"Gm24888","Gm24888",4
"ENSMUSG00000064971_2","ENSMUSG00000064971_2",4
"Abca15","Abca15",4
"Rbbp6_1","Rbbp6_1",4
"ENSMUSG00000073844_7","ENSMUSG00000073844_7",4
"Gm24581","Gm24581",4
"Olfr536_1","Olfr536_1",4
"Gm28821_1","Gm28821_1",4
"Erich1_1","Erich1_1",4
"ENSMUSG00000102615","ENSMUSG00000102615",4
"ENSMUSG00000097106_1","ENSMUSG00000097106_1",4
"Cldn23_1","Cldn23_1",4
"Trmt9b_10","Trmt9b_10",4
"ENSMUSG00000097695_2","ENSMUSG00000097695_2",4
"Mir28b_6","Mir28b_6",4
"Gm25267","Gm25267",4
"Il15","Il15",4
"4732419C18Rik_1","4732419C18Rik_1",4
"Sesn3","Sesn3",4
"Smco4","Smco4",4
"Aplp2","Aplp2",4
"Kcnj1","Kcnj1",4
"Ets1_2","Ets1_2",4
"ENSMUSG00000086360_4","ENSMUSG00000086360_4",4
"ENSMUSG00000063543","ENSMUSG00000063543",4
"ENSMUSG00000097298","ENSMUSG00000097298",4
"ENSMUSG00000093211","ENSMUSG00000093211",4
"Elovl5","Elovl5",4
"ENSMUSG00000099016","ENSMUSG00000099016",4
"Gm28231_3","Gm28231_3",4
"Chst2_2","Chst2_2",4
"Rasa2_2","Rasa2_2",4
"Gm8520","Gm8520",4
"Gm8520_2","Gm8520_2",4
"Slc35g2","Slc35g2",4
"Gadl1","Gadl1",4
"Gadl1_1","Gadl1_1",4
"Gm16142_2","Gm16142_2",4
"ENSMUSG00000080848","ENSMUSG00000080848",4
"Tgfbr2","Tgfbr2",4
"Wdr48_1","Wdr48_1",4
"Gm23044_2","Gm23044_2",4
"Reps1","Reps1",4
"ENSMUSG00000103820_4","ENSMUSG00000103820_4",4
"ENSMUSG00000097923_2","ENSMUSG00000097923_2",4
"ENSMUSG00000097923_4","ENSMUSG00000097923_4",4
"ENSMUSG00000097923_5","ENSMUSG00000097923_5",4
"Fam184a","Fam184a",4
"Col6a1","Col6a1",4
"Cfap54_7","Cfap54_7",4
"ENSMUSG00000094249_2","ENSMUSG00000094249_2",4
"Gm8601_3","Gm8601_3",4
"Zdhhc17_3","Zdhhc17_3",4
"Nap1l1","Nap1l1",4
"Ifng_2","Ifng_2",4
"ENSMUSG00000103017","ENSMUSG00000103017",4
"ENSMUSG00000103017_1","ENSMUSG00000103017_1",4
"Olfr825_2","Olfr825_2",4
"Ramp3","Ramp3",4
"Spata48","Spata48",4
"ENSMUSG00000084362","ENSMUSG00000084362",4
"ENSMUSG00000083008","ENSMUSG00000083008",4
"Olfr1371","Olfr1371",4
"Skp1","Skp1",4
"ENSMUSG00000081944_1","ENSMUSG00000081944_1",4
"Ntn1","Ntn1",4
"B230206L02Rik_1","B230206L02Rik_1",4
"ENSMUSG00000087117_1","ENSMUSG00000087117_1",4
"Rab5c_1","Rab5c_1",4
"Hs1bp3_1","Hs1bp3_1",4
"Odc1","Odc1",4
"Gm22748_1","Gm22748_1",4
"Eipr1_5","Eipr1_5",4
"Agr3","Agr3",4
"Pygl","Pygl",4
"Gm24070","Gm24070",4
"ENSMUSG00000093465","ENSMUSG00000093465",4
"Gm26839_1","Gm26839_1",4
"Hhipl1","Hhipl1",4
"Gpld1_1","Gpld1_1",4
"Gm23117_1","Gm23117_1",4
"Tgfbi","Tgfbi",4
"Tgfbi_1","Tgfbi_1",4
"ENSMUSG00000098962","ENSMUSG00000098962",4
"C130071C03Rik","C130071C03Rik",4
"Il6st","Il6st",4
"Emb_1","Emb_1",4
"Emb_3","Emb_3",4
"ENSMUSG00000094518_5","ENSMUSG00000094518_5",4
"Gm2897","Gm2897",4
"Fam3d_2","Fam3d_2",4
"Saysd1_2","Saysd1_2",4
"Gm23622","Gm23622",4
"Slc15a1","Slc15a1",4
"ENSMUSG00000085615","ENSMUSG00000085615",4
"1700108J01Rik","1700108J01Rik",4
"1700108J01Rik_2","1700108J01Rik_2",4
"1700108J01Rik_6","1700108J01Rik_6",4
"Il7r_2","Il7r_2",4
"Il7r_4","Il7r_4",4
"Dap","Dap",4
"Snx31","Snx31",4
"Med30_5","Med30_5",4
"Mrpl13_1","Mrpl13_1",4
"Gsdmcl-ps","Gsdmcl-ps",4
"ENSMUSG00000099054_2","ENSMUSG00000099054_2",4
"Tg_2","Tg_2",4
"Gm23220_3","Gm23220_3",4
"Csrnp2_1","Csrnp2_1",4
"Ciita_1","Ciita_1",4
"Mir1945_1","Mir1945_1",4
"ENSMUSG00000082241","ENSMUSG00000082241",4
"Lpp","Lpp",4
"ENSMUSG00000079595","ENSMUSG00000079595",4
"Cd80","Cd80",4
"Gcsam","Gcsam",4
"Abhd10","Abhd10",4
"Abhd10_1","Abhd10_1",4
"Ift57_4","Ift57_4",4
"Ift57_5","Ift57_5",4
"ENSMUSG00000081453_1","ENSMUSG00000081453_1",4
"Nsun3","Nsun3",4
"Erg_3","Erg_3",4
"ENSMUSG00000100402","ENSMUSG00000100402",4
"ENSMUSG00000073448","ENSMUSG00000073448",4
"Pnpla1","Pnpla1",4
"Bnip5","Bnip5",4
"Cmtr1","Cmtr1",4
"Rsph1_2","Rsph1_2",4
"Slc37a1","Slc37a1",4
"ENSMUSG00000091548","ENSMUSG00000091548",4
"ENSMUSG00000080455","ENSMUSG00000080455",4
"Srd5a2_1","Srd5a2_1",4
"Thumpd2","Thumpd2",4
"Dync2li1_2","Dync2li1_2",4
"Epas1","Epas1",4
"Taf4b_2","Taf4b_2",4
"Gm6378_1","Gm6378_1",4
"Gm25826","Gm25826",4
"Tslp","Tslp",4
"ENSMUSG00000086312","ENSMUSG00000086312",4
"Tex43_2","Tex43_2",4
"Tex43_4","Tex43_4",4
"Gm10532_2","Gm10532_2",4
"Ctif_1","Ctif_1",4
"Ctif_2","Ctif_2",4
"ENSMUSG00000103126","ENSMUSG00000103126",4
"Scd2_1","Scd2_1",4
"NA_1","NA_1",4
